latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,,,,,,
55.9227,-3.1288,74,0,GMT,GMT,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),precipitation (mm),cloud_cover (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
2022-11-11T12:00,15.9,80,12.5,0,90,133,23,110,82.1,133,391.2,135.4,23.4,112,82.1,135.4,398.2
2022-11-11T13:00,15.9,80,12.5,0,96,135,30,105,107.9,135,388,128.6,28.6,100,107.9,128.6,369.7
2022-11-11T14:00,16.2,79,12.5,0,94,71,2,69,8.3,71,334.7,62,1.7,60.2,8.3,62,292.2
2022-11-11T15:00,16.2,79,12.5,0,92,51,2,49,11.9,51,234.9,37.2,1.5,35.7,11.9,37.2,171.2
2022-11-11T16:00,16,80,12.6,0,100,10,0,10,0,10,95.4,1.5,0,1.5,0,1.1,14.8
2022-11-11T17:00,16,81,12.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T18:00,16.2,79,12.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T19:00,16,81,12.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T20:00,15.7,85,13.1,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T21:00,14.4,89,12.6,0.3,92,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T22:00,13,85,10.6,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11T23:00,12.5,84,9.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T00:00,12.2,84,9.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T01:00,12.1,90,10.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T02:00,12.4,87,10.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T03:00,12.1,93,11,1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T04:00,12.3,96,11.6,0.7,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T05:00,12.4,96,11.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T06:00,13.3,92,12,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T07:00,13.9,87,11.7,0,78,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T08:00,13.8,86,11.5,0,90,1,0,1,0,1,5,6,0,6,0,0.5,29.9
2022-11-12T09:00,13.8,86,11.5,0,80,24,2,22,19.6,24,108.6,40.3,3.4,36.9,25.7,30.6,182.2
2022-11-12T10:00,14,85,11.5,0,97,66,5,61,28.7,66,243.4,80.8,6.1,74.7,28.7,80.8,298.1
2022-11-12T11:00,14.2,84,11.4,0,75,138,77,61,318.4,138,337.7,151.1,84.3,66.8,318.4,151.1,369.7
2022-11-12T12:00,14.5,81,11.2,0,27,157,66,91,239.4,157,384.9,159.9,67.2,92.7,239.4,159.9,392
2022-11-12T13:00,14.4,78,10.6,0,46,208,144,64,526.5,208,381.9,198,137.1,60.9,526.5,198,363.6
2022-11-12T14:00,14.1,79,10.5,0,19,176,109,67,463,176,328.7,153.3,94.9,58.4,463,153.3,286.3
2022-11-12T15:00,13.5,82,10.4,0,25,112,67,45,408.3,112,229.1,80.9,48.4,32.5,408.3,80.9,165.5
2022-11-12T16:00,11.7,88,9.7,0,30,37,17,20,177.3,37,89.8,3.8,1.8,2.1,20.2,2.6,9.3
2022-11-12T17:00,11.1,89,9.4,0,63,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T18:00,10.6,89,8.9,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T19:00,9.8,88,7.8,0,40,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T20:00,9,91,7.6,0,47,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T21:00,10.4,84,7.8,0,41,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T22:00,9,91,7.6,0,95,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-12T23:00,9.8,89,8.1,0,91,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T00:00,9.6,91,8.2,0,48,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T01:00,10.5,91,9.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T02:00,11.6,91,10.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T03:00,12.2,89,10.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T04:00,12.1,91,10.6,0,76,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T05:00,11.8,91,10.4,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T06:00,11.4,91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T07:00,11.1,90,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T08:00,10.8,90,9.2,0,1,1,0,1,0,1,1.9,12.7,0,12.7,0,0.4,23.8
2022-11-13T09:00,11.7,86,9.5,0,0,45,25,20,250.3,45,102.4,77.3,43,34.4,341,56.8,176
2022-11-13T10:00,13.4,82,10.4,0,0,129,89,40,524.1,129,237.2,158.7,109.5,49.2,524.1,158.7,291.9
2022-11-13T11:00,14.6,78,10.8,0,0,197,149,48,627.9,197,331.5,216,163.4,52.6,627.9,216,363.5
2022-11-13T12:00,13.7,87,11.5,0,1,234,182,52,671.2,234,378.8,238.4,185.4,53,671.2,238.4,385.9
2022-11-13T13:00,14.2,87,12.1,0,0,229,176,53,654.2,229,375.8,217.9,167.5,50.4,654.2,217.9,357.6
2022-11-13T14:00,14.5,87,12.4,0,10,190,141,49,610.1,190,322.8,165.1,122.5,42.6,610.1,165.1,280.5
2022-11-13T15:00,14.2,83,11.4,0,29,118,80,38,500.2,118,223.4,84.5,57.3,27.2,500.2,84.5,159.9
2022-11-13T16:00,13.2,83,10.5,0,30,32,10,22,106.6,32,84.4,1.5,0.5,1,5.4,1,4
2022-11-13T17:00,13.1,81,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T18:00,13.3,75,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T19:00,12.9,72,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T20:00,12.5,71,7.4,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T21:00,12.1,72,7.2,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T22:00,11.5,76,7.3,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-13T23:00,10.7,80,7.4,0,22,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T00:00,10.1,80,6.8,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T01:00,9.8,82,6.8,0,25,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T02:00,9.6,83,6.9,0,22,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T03:00,9.4,85,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T04:00,9,88,7.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T05:00,8.8,89,7.2,0,27,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T06:00,9,90,7.5,0,31,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T07:00,9.3,91,7.8,0,62,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T08:00,9.7,88,7.8,0,85,0,0,0,0,0,0,0,0,0,0,0,17.8
2022-11-14T09:00,10,86,7.9,0,100,25,0,25,0,25,96.3,44.1,0,44.1,0,31.1,169.9
2022-11-14T10:00,10.3,86,8.1,0,100,40,2,38,12.1,40,231.1,49.5,2.5,47,12.1,49.5,285.8
2022-11-14T11:00,11.1,83,8.4,0,92,71,17,54,73,71,325.4,78,18.7,59.3,73,78,357.4
2022-11-14T12:00,11.9,84,9.3,0,74,71,0,71,0,71,372.7,72.4,0,72.4,0,72.4,379.9
2022-11-14T13:00,12.5,83,9.8,0,74,95,28,67,105.8,95,369.9,90.3,26.6,63.7,105.8,90.3,351.8
2022-11-14T14:00,12.6,83,9.8,0,79,60,0,60,0,60,317.1,52,0,52,0,52,274.9
2022-11-14T15:00,12.3,85,9.9,0,69,52,0,52,0,52,217.9,36.9,0,36.9,0,36.9,154.5
2022-11-14T16:00,11.6,89,9.8,0,45,14,0,14,0,14,79.1,0,0,0,0,0,0
2022-11-14T17:00,11,92,9.7,0,28,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T18:00,10.7,92,9.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T19:00,10.7,92,9.4,0,99,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T20:00,10.6,91,9.2,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T21:00,10.6,91,9.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T22:00,10.2,93,9.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-14T23:00,10.3,92,9.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T00:00,10.3,90,8.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T01:00,10.4,88,8.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T02:00,10.3,88,8.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T03:00,10,90,8.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T04:00,9.9,91,8.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T05:00,10,90,8.4,0,89,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T06:00,9.9,89,8.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T07:00,10.1,86,7.8,0,97,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T08:00,9.9,83,7.1,0,100,0,0,0,0,0,0,0,0,0,0,0,11.8
2022-11-15T09:00,9.8,83,7,0,100,19,3,16,31.5,19,90.4,34.5,5.4,29,46.4,23.4,163.9
2022-11-15T10:00,9.9,82,6.9,0.1,100,16,0,16,0,16,225.1,19.9,0,19.9,0,19.9,279.7
2022-11-15T11:00,9.9,83,7.2,0.3,100,24,0,24,0,24,319.4,26.4,0,26.4,0,26.4,351.4
2022-11-15T12:00,9.2,91,7.7,1.1,100,39,0,39,0,39,366.8,39.8,0,39.8,0,39.8,374.1
2022-11-15T13:00,9.3,90,7.8,1.4,100,19,0,19,0,19,364.1,18.1,0,18.1,0,18.1,346.1
2022-11-15T14:00,9.3,91,7.9,1.4,100,16,0,16,0,16,311.5,13.8,0,13.8,0,13.8,269.4
2022-11-15T15:00,9.3,91,7.9,1.4,100,12,0,12,0,12,212.6,8.4,0,8.4,0,8.4,149.3
2022-11-15T16:00,9.2,92,7.9,1.2,100,2,0,2,0,2,74,0,0,0,0,0,0
2022-11-15T17:00,9.2,91,7.7,0.3,72,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T18:00,8.7,92,7.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T19:00,8.4,92,7.2,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T20:00,8.2,92,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T21:00,7.8,93,6.8,0,66,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T22:00,7,95,6.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-15T23:00,8.4,92,7.2,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T00:00,7.6,93,6.5,1.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T01:00,7.6,90,6.1,0.7,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T02:00,7.6,84,5.1,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T03:00,7.7,83,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T04:00,6.3,87,4.3,0,23,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T05:00,5.4,87,3.4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T06:00,4.3,90,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T07:00,3.7,91,2.3,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T08:00,3.7,91,2.3,0,26,0,0,0,0,0,0,0,0,0,0,0,6
2022-11-16T09:00,5.1,88,3.2,0,22,33,12,21,128.8,33,84.5,61.7,22.4,39.3,198.6,40,158
2022-11-16T10:00,6.5,85,4.2,0,14,121,80,41,510.5,121,219.2,151.2,99.9,51.2,510.5,151.2,273.9
2022-11-16T11:00,7.3,86,5.1,0,4,191,142,49,633.5,191,313.5,210.5,156.5,54,633.5,210.5,345.6
2022-11-16T12:00,7.5,84,5,0,34,230,180,50,697.3,230,361.1,234.6,183.6,51,697.3,234.6,368.4
2022-11-16T13:00,7.8,82,4.9,0,41,208,141,67,550.1,208,358.5,197.6,133.9,63.6,550.1,197.6,340.6
2022-11-16T14:00,7.9,79,4.6,0,100,156,92,64,420.4,156,306.1,134.6,79.4,55.2,420.4,134.6,264.1
2022-11-16T15:00,7.7,82,4.9,0,100,67,16,51,107.9,67,207.4,46.6,11.1,35.5,107.9,46.6,144.2
2022-11-16T16:00,7.2,84,4.8,0,100,16,2,14,22.7,16,69,0,0,0,0,0,0
2022-11-16T17:00,6.7,87,4.7,0,88,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T18:00,6.2,89,4.6,0,82,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T19:00,6.2,88,4.3,0,95,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T20:00,6,87,4,0,95,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T21:00,6,90,4.5,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T22:00,6.2,94,5.3,0.4,49,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-16T23:00,4.6,96,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T00:00,3.6,94,2.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T01:00,4.1,94,3.2,0,77,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T02:00,4.4,95,3.6,0,88,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T03:00,5.5,96,4.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T04:00,6.4,96,5.8,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T05:00,7.3,94,6.4,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T06:00,8,92,6.8,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T07:00,8.1,91,6.7,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T08:00,8.2,92,6.9,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0.3
2022-11-17T09:00,8.3,91,7,0.4,100,11,0,11,0,11,78.8,21.3,0,21.3,0,13.2,152.3
2022-11-17T10:00,8.7,90,7.1,1.1,100,20,0,20,0,20,213.4,25.1,0,25.1,0,25.1,268.1
2022-11-17T11:00,8.5,89,6.9,1.1,100,28,0,28,0,28,307.8,30.9,0,30.9,0,30.9,339.9
2022-11-17T12:00,8.2,89,6.5,0.9,100,50,0,50,0,50,355.4,51,0,51,0,51,362.8
2022-11-17T13:00,8,89,6.4,0.6,100,26,0,26,0,26,353.1,24.7,0,24.7,0,24.7,335.2
2022-11-17T14:00,8.3,90,6.7,0.4,100,35,1,34,4.7,35,300.9,30.1,0.9,29.3,4.7,30.1,259
2022-11-17T15:00,8.7,91,7.3,2.2,100,9,0,9,0,9,202.4,6.2,0,6.2,0,6.2,139.3
2022-11-17T16:00,8.5,90,6.9,1.6,100,2,0,2,0,2,64.3,0,0,0,0,0,0
2022-11-17T17:00,8.1,91,6.8,0.9,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T18:00,8.1,92,6.8,0.6,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T19:00,8.2,91,6.7,0.9,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T20:00,8.1,91,6.7,1.7,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T21:00,8.2,89,6.6,1.4,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T22:00,8.3,90,6.7,1.4,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-17T23:00,8.2,92,6.9,2,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T00:00,8.3,92,7,1.5,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T01:00,8.2,92,6.9,1.4,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T02:00,8.2,90,6.6,2.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T03:00,8.1,93,7.1,1.7,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T04:00,8.7,94,7.7,2.2,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T05:00,8.9,93,7.9,1.7,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T06:00,8.9,93,7.9,1.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T07:00,8.8,94,8,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T08:00,8.7,95,7.9,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T09:00,8.8,93,7.7,1.5,100,3,0,3,0,3,73.2,6,0,6,0,3.5,146.6
2022-11-18T10:00,8.9,94,8,1.5,100,12,0,12,0,12,207.8,15.2,0,15.2,0,15.2,262.5
2022-11-18T11:00,8.2,94,7.4,1.3,100,16,0,16,0,16,302.2,17.7,0,17.7,0,17.7,334.4
2022-11-18T12:00,9,97,8.5,1.4,100,23,0,23,0,23,350,23.5,0,23.5,0,23.5,357.4
2022-11-18T13:00,8.6,92,7.4,1.7,100,26,0,26,0,26,347.8,24.7,0,24.7,0,24.7,330
2022-11-18T14:00,7.8,91,6.4,0.2,100,20,0,20,0,20,295.8,17.2,0,17.2,0,17.2,254
2022-11-18T15:00,7.9,89,6.2,0,79,42,6,36,42.5,42,197.6,28.6,4.1,24.5,42.5,28.6,134.6
2022-11-18T16:00,7.6,87,5.6,0.1,100,13,1,12,11.8,13,59.7,0,0,0,0,0,0
2022-11-18T17:00,7.2,86,5.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T18:00,7,86,4.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T19:00,7.2,84,4.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T20:00,7.1,85,4.7,0,57,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T21:00,6.8,87,4.9,0,70,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T22:00,7.4,87,5.3,0,90,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-18T23:00,7.8,87,5.7,0,90,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T00:00,8.6,89,6.9,0,90,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T01:00,8.8,89,7.1,0,97,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T02:00,8.8,89,7.1,0,95,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T03:00,8.7,89,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T04:00,8.6,89,6.9,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T05:00,8.4,90,6.8,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T06:00,8.2,91,6.8,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T07:00,8.1,91,6.7,0.1,90,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T08:00,8.1,90,6.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T09:00,8.2,91,6.8,0,90,4,0,4,0,4,67.7,8.3,0,8.3,0,4.6,141.1
2022-11-19T10:00,8.4,89,6.8,0,94,29,1,28,6.9,29,202.3,36.8,1.3,35.6,6.9,36.8,257
2022-11-19T11:00,8.5,88,6.6,0.1,90,46,6,40,28.3,46,296.8,51,6.7,44.3,28.3,51,329
2022-11-19T12:00,8.2,90,6.6,0,100,96,29,67,117.8,96,344.7,98.1,29.6,68.5,117.8,98.1,352.2
2022-11-19T13:00,8.6,86,6.4,0,100,74,3,71,12.3,74,342.7,70.2,2.8,67.3,12.3,70.2,325
2022-11-19T14:00,8.6,86,6.4,0,100,45,0,45,0,45,290.9,38.6,0,38.6,0,38.6,249.3
2022-11-19T15:00,8.2,87,6.2,0,82,51,22,29,159.7,51,192.9,34.4,14.8,19.6,159.7,34.4,130.1
2022-11-19T16:00,7.9,87,5.9,0,94,13,1,12,12.1,13,57.2,0,0,0,0,0,0
2022-11-19T17:00,7.8,87,5.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T18:00,7.8,87,5.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T19:00,7.7,88,5.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T20:00,7.6,87,5.7,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T21:00,7.6,84,5.1,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T22:00,7.4,83,4.7,0.2,73,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-19T23:00,7,84,4.5,0.1,72,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T00:00,6.8,81,3.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T01:00,6.8,77,3.1,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T02:00,6.3,86,4,0.9,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T03:00,6,87,4.1,0.8,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T04:00,6,88,4.2,1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T05:00,5.9,86,3.8,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T06:00,5.6,87,3.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T07:00,5.8,87,3.9,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T08:00,5.9,87,4,0,87,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T09:00,5.9,89,4.2,0,100,18,5,13,58.9,18,62.2,39.2,10.9,28.3,112.6,20.5,135.7
2022-11-20T10:00,6.7,86,4.5,0,81,70,18,52,128.1,70,196.9,89.5,23,66.5,128.1,89.5,251.6
2022-11-20T11:00,7,83,4.3,0,100,112,30,82,144.2,112,291.4,124.4,33.3,91.1,144.2,124.4,323.7
2022-11-20T12:00,7.5,82,4.6,0,66,141,55,86,227,141,339.4,144.2,56.2,87.9,227,144.2,347.1
2022-11-20T13:00,7.7,79,4.2,0,50,142,52,90,215.8,142,337.6,134.6,49.3,85.3,215.8,134.6,320.1
2022-11-20T14:00,7.6,81,4.5,0,19,150,98,52,479.9,150,286.1,128.2,83.8,44.5,479.9,128.2,244.6
2022-11-20T15:00,6.9,83,4.2,0,15,89,54,35,401.6,89,188.4,59.4,36,23.4,401.6,59.4,125.7
2022-11-20T16:00,5.5,88,3.6,0,3,20,10,10,123.2,20,54.9,0,0,0,0,0,0
2022-11-20T17:00,5,88,3.2,0,26,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T18:00,4.7,88,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T19:00,4.8,89,3.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T20:00,4.5,89,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T21:00,4.3,89,2.7,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T22:00,4,89,2.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-20T23:00,3.6,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T00:00,3.5,89,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T01:00,1.9,90,0.5,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T02:00,2.3,89,0.7,0,34,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T03:00,1.9,90,0.5,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T04:00,1.6,91,0.2,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T05:00,1.6,92,0.4,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T06:00,1.5,94,0.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T07:00,1.7,95,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T08:00,1.9,93,0.8,0,44,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T09:00,2.2,91,0.8,0,25,24,10,14,120.7,24,57.5,54.4,22.7,31.7,243.8,26.9,130.3
2022-11-21T10:00,3.5,87,1.6,0,57,102,61,41,446.5,102,191.5,131.2,78.4,52.7,446.5,131.2,246.2
2022-11-21T11:00,4.2,86,2,0,56,107,9,98,44.1,107,286.1,119.1,10,109.1,44.1,119.1,318.5
2022-11-21T12:00,4.8,85,2.6,0,44,174,81,93,339.6,174,334.3,178,82.9,95.1,339.6,178,342
2022-11-21T13:00,5.3,85,3,0,53,193,120,73,505.5,193,332.7,182.9,113.7,69.2,505.5,182.9,315.3
2022-11-21T14:00,5.7,85,3.3,0,65,138,60,78,298.8,138,281.5,117.7,51.2,66.5,298.8,117.7,240.1
2022-11-21T15:00,5.7,85,3.3,0,33,85,38,47,289.5,85,184,56.1,25.1,31,287.9,56.1,121.5
2022-11-21T16:00,5.1,86,2.9,0,31,19,6,13,75.3,19,52.7,0,0,0,0,0,0
2022-11-21T17:00,4.8,85,2.5,0,31,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T18:00,4.7,84,2.3,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T19:00,4.6,86,2.4,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T20:00,4.4,86,2.3,0,42,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T21:00,4.6,85,2.2,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T22:00,4.7,86,2.5,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-21T23:00,4.4,88,2.7,0,52,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-22T00:00,5.5,88,3.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-22T01:00,5.1,89,3.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-22T02:00,5.6,87,3.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-22T03:00,5.8,85,3.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-22T04:00,5.8,84,3.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
