latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,,,,,,
55.9227,-3.1288,74,0,GMT,GMT,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),precipitation (mm),cloud_cover (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
2023-03-02T22:00,4.9,90,3.3,0.2,90,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-02T23:00,5,91,3.7,0.2,88,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T00:00,4.7,94,3.8,0.1,90,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T01:00,4.7,93,3.7,0.2,90,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T02:00,4.7,92,3.5,0.2,90,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T03:00,4.6,90,3.1,0.1,89,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T04:00,4.3,90,2.8,0,90,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T05:00,4.1,89,2.5,0,90,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T06:00,3.5,91,2.1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T07:00,3.6,90,2.1,0,90,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T08:00,4,89,2.3,0.1,90,16,2,14,20.1,16,79.2,35.4,4.4,30.9,35.2,20.2,175
2023-03-03T09:00,4.3,86,2.2,0,90,55,10,45,52.8,55,264,72.5,13.2,59.3,52.8,72.5,348
2023-03-03T10:00,4.6,85,2.4,0,90,104,10,94,33.1,104,421.3,120.4,11.6,108.9,33.1,120.4,487.9
2023-03-03T11:00,5.1,84,2.7,0,90,168,32,136,82.4,168,540.6,181.9,34.6,147.2,82.4,181.9,585.2
2023-03-03T12:00,4.8,76,1,0.1,90,167,38,129,86.2,167,613.6,172.3,39.2,133.1,86.2,172.3,633.1
2023-03-03T13:00,5.1,74,0.8,0,90,149,5,144,11,149,635.5,147.4,4.9,142.4,11,147.4,628.6
2023-03-03T14:00,5.2,72,0.6,0,90,166,10,156,23,166,604.7,157,9.5,147.5,23,157,571.9
2023-03-03T15:00,5.2,71,0.3,0,90,149,17,132,45.2,149,523.3,132.9,15.2,117.8,45.2,132.9,466.9
2023-03-03T16:00,5.1,70,0,0,83,106,3,103,10.5,106,397,85.6,2.4,83.2,10.5,85.6,320.7
2023-03-03T17:00,5.1,70,0,0,89,55,1,54,5.9,55,234.4,33.7,0.6,33.1,5.9,33.7,143.5
2023-03-03T18:00,3.8,79,0.5,0,78,14,3,11,34.1,14,62.6,0,0,0,0,0,0
2023-03-03T19:00,3.2,80,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T20:00,2.3,83,-0.4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T21:00,2,83,-0.6,0,65,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T22:00,2.1,83,-0.5,0,90,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03T23:00,2.4,81,-0.5,0,90,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T00:00,2.7,76,-1.2,0,84,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T01:00,2.7,75,-1.3,0,55,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T02:00,2.2,78,-1.3,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T03:00,1.1,82,-1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T04:00,0.2,86,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T05:00,0.1,85,-2.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T06:00,0.2,85,-2,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T07:00,0.3,85,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T08:00,1.1,82,-1.5,0,65,37,19,18,185.5,37,87.7,77.4,39.7,37.7,301.6,47.6,183.5
2023-03-04T09:00,2.8,79,-0.5,0,90,113,47,66,240.1,113,272.5,147.8,61.5,86.4,240.1,147.8,356.5
2023-03-04T10:00,4,76,0.2,0,92,172,88,84,285,172,429.8,198.6,101.6,97,285,198.6,496.3
2023-03-04T11:00,4.8,74,0.5,0,92,172,59,113,149.6,172,548.9,185.9,63.8,122.2,149.6,185.9,593.4
2023-03-04T12:00,4.8,73,0.3,0,92,194,72,122,161.2,194,621.8,200.1,74.3,125.8,161.2,200.1,641.2
2023-03-04T13:00,5.4,72,0.7,0,89,202,28,174,60.6,202,643.4,199.8,27.7,172.1,60.6,199.8,636.5
2023-03-04T14:00,5.9,72,1.2,0,90,216,63,153,143.2,216,612.4,204.4,59.6,144.8,143.2,204.4,579.6
2023-03-04T15:00,6.1,71,1.3,0,100,186,60,126,157.3,186,530.9,166.2,53.6,112.6,157.3,166.2,474.4
2023-03-04T16:00,6.1,71,1.1,0,34,107,22,85,75.7,107,404.4,86.8,17.8,69,75.7,86.8,328
2023-03-04T17:00,5.8,73,1.4,0,93,56,11,45,63.4,56,241.6,34.9,6.9,28.1,63.4,34.9,150.6
2023-03-04T18:00,5,76,1.2,0,92,11,2,9,22.1,11,66.2,0,0,0,0,0,0
2023-03-04T19:00,5,76,1.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T20:00,4.6,78,1.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T21:00,3.7,80,0.6,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T22:00,3.5,79,0.2,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-04T23:00,2.9,81,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T00:00,2.5,82,-0.3,0,59,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T01:00,2.4,83,-0.2,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T02:00,2.1,86,-0.1,0,47,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T03:00,2.3,85,0.1,0,88,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T04:00,2.5,84,0.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T05:00,2.9,83,0.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T06:00,2.9,84,0.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T07:00,2.1,88,0.4,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T08:00,2.4,87,0.4,0,68,34,11,23,104.2,34,96.3,67.8,21.9,45.9,158.9,44.4,192.1
2023-03-05T09:00,3.5,83,0.9,0,100,114,40,74,198,114,281,148.1,52,96.1,198,148.1,365
2023-03-05T10:00,4.8,79,1.4,0,100,257,147,110,466.7,257,438.2,296,169.3,126.7,466.7,296,504.7
2023-03-05T11:00,5.7,77,1.9,0,100,289,117,172,292.1,289,557.2,312,126.3,185.7,292.1,312,601.7
2023-03-05T12:00,5.5,84,3.1,0,100,325,155,170,342.3,325,629.9,335,159.8,175.2,342.3,335,649.3
2023-03-05T13:00,6.5,78,2.9,0.1,100,254,91,163,194.4,254,651.4,251.3,90,161.2,194.4,251.3,644.4
2023-03-05T14:00,6.9,75,2.7,0.1,100,260,73,187,163.8,260,620.2,246.2,69.1,177.1,163.8,246.2,587.2
2023-03-05T15:00,5.6,82,2.9,1,100,171,16,155,41.3,171,538.5,153,14.3,138.7,41.3,153,481.8
2023-03-05T16:00,4.6,90,3.2,0.9,100,113,2,111,6.8,113,411.8,92,1.6,90.4,6.8,92,335.3
2023-03-05T17:00,4.7,86,2.6,0.1,69,89,17,72,95,89,248.8,56.4,10.8,45.7,95,56.4,157.8
2023-03-05T18:00,2.6,93,1.6,0,78,23,7,16,75.1,23,69.8,0,0,0,0,0,0
2023-03-05T19:00,2.4,93,1.5,0,51,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T20:00,1.8,93,0.8,0,77,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T21:00,1.7,93,0.8,0,85,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T22:00,2,92,0.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-05T23:00,2.2,92,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T00:00,2.8,91,1.4,0,97,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T01:00,3.2,90,1.6,0,93,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T02:00,3.3,90,1.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T03:00,3.5,91,2.1,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T04:00,3.6,92,2.4,0.4,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T05:00,3.9,92,2.7,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T06:00,4,90,2.5,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T07:00,3.6,90,2.1,0,100,0,0,0,0,0,0,0,0,0,0,0,6.3
2023-03-06T08:00,3.6,89,2,0.2,100,12,0,12,0,12,104.9,22.9,0,22.9,0,15.9,200.7
2023-03-06T09:00,3.7,89,2.1,0.1,100,48,5,43,24,48,289.6,61.9,6.4,55.5,24,61.9,373.6
2023-03-06T10:00,3.9,82,1.1,0.6,100,78,5,73,15.6,78,446.7,89.6,5.7,83.9,15.6,89.6,513.1
2023-03-06T11:00,3.8,72,-0.7,0,84,125,20,105,49.2,125,565.6,134.8,21.6,113.2,49.2,134.8,609.9
2023-03-06T12:00,4.9,65,-1.2,0,13,230,80,150,174.3,230,638.1,236.9,82.4,154.5,174.3,236.9,657.4
2023-03-06T13:00,5.4,54,-3.2,0.1,19,444,341,103,719.1,444,659.4,439.2,337.3,101.9,719.1,439.2,652.2
2023-03-06T14:00,5.4,49,-4.5,0.1,26,423,331,92,733,423,628,400.7,313.6,87.2,733,400.7,594.9
2023-03-06T15:00,5.3,47,-5.2,0.1,17,361,278,83,708,361,546,323.5,249.1,74.4,708,323.5,489.3
2023-03-06T16:00,4.6,49,-5.2,0,13,257,187,70,620.3,257,419.2,210.1,152.9,57.2,620.3,210.1,342.6
2023-03-06T17:00,3.7,54,-4.7,0,11,141,92,49,499.6,141,256,90.8,59.3,31.6,499.6,90.8,165
2023-03-06T18:00,2.5,56,-5.3,0,0,30,15,15,156.5,30,73.5,0,0,0,0,0,0
2023-03-06T19:00,1.5,62,-5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T20:00,0.7,65,-5.1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T21:00,-0.1,70,-4.8,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T22:00,-0.6,73,-4.8,0,65,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-06T23:00,-0.7,73,-4.9,0,32,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T00:00,-0.6,76,-4.2,0,53,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T01:00,-0.7,76,-4.4,0,56,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T02:00,-1.4,80,-4.4,0,54,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T03:00,-1.4,81,-4.3,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T04:00,-1.5,80,-4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T05:00,-1.9,81,-4.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T06:00,-2.4,81,-5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T07:00,-2.7,78,-6,0,5,0,0,0,0,0,0,0,0,0,0,0,15
2023-03-07T08:00,-1.8,74,-5.8,0,3,53,30,23,267.9,53,113.6,97.6,55.3,42.4,366.9,71.3,209.4
2023-03-07T09:00,-0.6,68,-5.7,0,2,182,130,52,605.8,182,298.3,233.2,166.6,66.6,605.8,233.2,382.2
2023-03-07T10:00,0.4,63,-5.8,0,0,311,248,63,757.1,311,455.3,356.3,284.1,72.2,757.1,356.3,521.6
2023-03-07T11:00,1.5,58,-5.8,0,0,414,344,70,833,414,574,445.9,370.5,75.4,833,445.9,618.2
2023-03-07T12:00,2.3,60,-4.6,0,8,478,405,73,871,478,646.3,492.2,417,75.2,871,492.2,665.5
2023-03-07T13:00,2.9,55,-5.2,0,12,477,387,90,806,477,667.4,471.8,382.8,89,806,471.8,660.1
2023-03-07T14:00,3.2,54,-5.2,0,13,452,361,91,789.2,452,635.7,428.4,342.2,86.3,789.2,428.4,602.5
2023-03-07T15:00,3,54,-5.5,0,41,375,282,93,708,375,553.6,336.5,253.1,83.5,708,336.5,496.7
2023-03-07T16:00,3,50,-6.3,0,18,245,148,97,482.2,245,426.5,201,121.4,79.6,482.2,201,349.9
2023-03-07T17:00,2.1,50,-7.1,0,32,139,80,59,422.3,139,263.3,90.9,52.3,38.6,422.3,90.9,172.1
2023-03-07T18:00,0.7,54,-7.6,0,11,27,11,16,111.7,27,77.1,0,0,0,0,0,0
2023-03-07T19:00,-0.3,57,-7.8,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T20:00,-1,59,-8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T21:00,-1.8,64,-7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T22:00,-2.6,70,-7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07T23:00,-3.1,75,-6.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T00:00,-3.6,81,-6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T01:00,-4.1,83,-6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T02:00,-2.7,74,-6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T03:00,-1.5,72,-5.9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T04:00,-4.3,85,-6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T05:00,-4.5,86,-6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T06:00,-3.9,86,-5.9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T07:00,-3.4,86,-5.5,0,28,0,0,0,0,0,1.8,0,0,0,0,0,23.8
2023-03-08T08:00,-1.4,83,-3.9,0,40,59,34,25,295.1,59,122.4,105.1,60.6,44.6,386,80.4,218.1
2023-03-08T09:00,-0.1,73,-4.5,0,39,189,136,53,615.6,189,306.9,240.6,173.1,67.5,615.6,240.6,390.8
2023-03-08T10:00,0.7,62,-5.7,0.1,30,304,230,74,688.9,304,463.8,347.4,262.9,84.6,688.9,347.4,530.1
2023-03-08T11:00,1.4,56,-6.4,0.1,33,388,295,93,703.7,388,582.4,417.4,317.4,100.1,703.7,417.4,626.5
2023-03-08T12:00,1.4,65,-4.5,0.1,29,435,312,123,662.2,435,654.5,447.7,321.1,126.6,662.2,447.7,673.5
2023-03-08T13:00,1.9,59,-5.2,0,18,438,318,120,654.1,438,675.3,433.2,314.5,118.7,654.1,433.2,668
2023-03-08T14:00,2.1,58,-5.3,0,26,392,269,123,580.7,392,643.5,371.7,255.1,116.6,580.7,371.7,610.2
2023-03-08T15:00,2,59,-5.3,0.1,32,335,219,116,542.2,335,561.1,301,196.8,104.2,542.2,301,504.2
2023-03-08T16:00,1.5,64,-4.5,0,28,237,140,97,448.2,237,433.9,195.1,115.3,79.9,448.2,195.1,357.2
2023-03-08T17:00,0.6,76,-3.2,0,13,143,88,55,452,143,270.5,94.8,58.3,36.5,452,94.8,179.2
2023-03-08T18:00,-0.7,84,-3.1,0.2,39,35,17,18,168.1,35,82,0,0,0,0,0,0
2023-03-08T19:00,-1.3,84,-3.6,0,33,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T20:00,-2,85,-4.2,0,17,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T21:00,-2.3,86,-4.3,0,83,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T22:00,-1.9,81,-4.6,0.3,65,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-08T23:00,-1.8,82,-4.4,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T00:00,-3.5,79,-6.6,0,81,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T01:00,-2.4,78,-5.7,0.6,99,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T02:00,-0.5,72,-5,0.2,74,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T03:00,-3.1,85,-5.2,0.1,68,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T04:00,-1.8,82,-4.4,0,38,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T05:00,-1.5,83,-4.1,0,36,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T06:00,-1.3,84,-3.7,0,31,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T07:00,-1.1,85,-3.3,0,33,1,0,1,0,1,6.2,5.2,0,5.2,0,0.5,32.6
2023-03-09T08:00,-0.1,84,-2.5,0,79,56,16,40,135.1,56,131.2,96.8,27.7,69.2,169.4,77.2,226.8
2023-03-09T09:00,1.3,74,-2.8,0,100,145,32,113,140.8,145,315.6,183.5,40.5,143,140.8,183.5,399.4
2023-03-09T10:00,1.8,70,-3,0.1,78,281,150,131,440.9,281,472.4,320.4,171,149.3,440.9,320.4,538.6
2023-03-09T11:00,2.5,63,-3.8,0.1,100,336,170,166,399.6,336,590.7,361.1,182.7,178.4,399.6,361.1,634.8
2023-03-09T12:00,2.7,64,-3.3,0,98,287,48,239,100.6,287,662.7,295.2,49.4,245.8,100.6,295.2,681.6
2023-03-09T13:00,3.1,59,-4.1,0,96,297,50,247,101.6,297,683.3,293.7,49.5,244.3,101.6,293.7,675.8
2023-03-09T14:00,3.2,57,-4.5,0,100,270,29,241,61.8,270,651.2,256.2,27.5,228.6,61.8,256.2,617.8
2023-03-09T15:00,3.1,58,-4.3,0,91,227,26,201,63.5,227,568.6,204.2,23.4,180.8,63.5,204.2,511.6
2023-03-09T16:00,2.8,61,-4,0,91,162,8,154,25.2,162,441.2,133.8,6.6,127.2,25.2,133.8,364.4
2023-03-09T17:00,2.1,68,-3.2,0,94,85,2,83,10,85,277.6,57.1,1.3,55.7,10,57.1,186.4
2023-03-09T18:00,1.5,72,-3,0,100,23,0,23,0,23,89.1,0,0,0,0,0,0
2023-03-09T19:00,1.7,72,-2.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T20:00,1.4,77,-2.3,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T21:00,1.9,72,-2.7,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T22:00,2.2,64,-4,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-09T23:00,2.3,62,-4.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T00:00,2.1,64,-4.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T01:00,1.8,71,-2.8,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T02:00,1.4,74,-2.8,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T03:00,1.3,75,-2.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T04:00,0.8,80,-2.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T05:00,0.7,78,-2.7,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T06:00,0.6,77,-3,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T07:00,0.1,79,-3.1,0,8,1,0,1,0,1,10.7,3.9,0,3.9,0,0.6,41.4
2023-03-10T08:00,0.1,80,-2.9,0,0,65,33,32,271.1,65,140,109.4,55.6,53.9,327.2,90.7,235.6
2023-03-10T09:00,0.9,75,-3.1,0,0,199,138,61,590.5,199,324.3,250.4,173.6,76.7,590.5,250.4,408.1
2023-03-10T10:00,2,70,-2.8,0,0,327,247,80,712.7,327,480.9,371.9,280.9,91,712.7,371.9,547
2023-03-10T11:00,3.1,62,-3.4,0,0,440,363,77,840.8,440,599.1,472.3,389.6,82.6,840.8,472.3,643.1
2023-03-10T12:00,3.7,59,-3.5,0,1,503,423,80,875.1,503,670.8,517.1,434.9,82.2,875.1,517.1,689.6
2023-03-10T13:00,4.6,52,-4.5,0.1,14,511,414,97,831.2,511,691.2,505.4,409.4,95.9,831.2,505.4,683.6
2023-03-10T14:00,4.9,46,-5.8,0,7,451,334,117,703.5,451,658.9,428.1,317,111.1,703.5,428.1,625.4
2023-03-10T15:00,4.9,44,-6.5,0,3,402,309,93,744.3,402,576.1,362.1,278.4,83.8,744.3,362.1,519
2023-03-10T16:00,4.8,43,-6.9,0,8,303,232,71,717.8,303,448.5,251.1,192.3,58.8,717.8,251.1,371.6
2023-03-10T17:00,4,48,-6.1,0,0,176,125,51,609,176,284.8,119.6,84.9,34.6,609,119.6,193.5
2023-03-10T18:00,2.2,51,-6.8,0,5,47,27,20,253.8,47,96.2,0,0,0,0,0,0
2023-03-10T19:00,1.1,58,-6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T20:00,0.8,65,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T21:00,0.4,69,-4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T22:00,-0.2,74,-4.3,0,30,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-10T23:00,-0.5,77,-4.1,0,31,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T00:00,0,77,-3.5,0,34,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T01:00,-0.3,79,-3.5,0,34,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T02:00,-0.6,80,-3.6,0,80,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T03:00,-0.3,79,-3.5,0,61,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T04:00,-0.9,81,-3.7,0,46,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T05:00,-1.3,82,-3.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T06:00,-1.8,83,-4.2,0,31,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T07:00,-1.8,84,-4.1,0,60,2,0,2,0,2,15.1,6.7,0,6.7,0,1.3,50.2
2023-03-11T08:00,-0.2,82,-2.9,0,52,60,17,43,136,60,148.8,98.6,27.9,70.6,158.5,84.6,244.4
2023-03-11T09:00,1.3,76,-2.5,0,75,180,91,89,379,180,333,225.2,113.9,111.4,379,225.2,416.7
2023-03-11T10:00,2.1,75,-1.9,0,88,295,168,127,476.1,295,489.5,334.8,190.6,144.1,476.1,334.8,555.5
2023-03-11T11:00,3.1,71,-1.7,0,87,370,200,170,456.7,370,607.5,396.7,214.4,182.3,456.7,396.7,651.3
2023-03-11T12:00,3.9,73,-0.5,0,61,397,181,216,369.8,397,678.9,407.9,186,221.9,369.8,407.9,697.6
2023-03-11T13:00,4.5,66,-1.4,0.1,100,447,273,174,541.6,447,699.1,442.1,270,172.1,541.6,442.1,691.4
2023-03-11T14:00,4.6,61,-2.3,0.1,100,366,185,181,385,366,666.5,347.5,175.7,171.9,385,347.5,632.9
2023-03-11T15:00,4.9,60,-2.3,0,100,267,73,194,173.5,267,583.5,240.8,65.8,175,173.5,240.8,526.3
2023-03-11T16:00,4.1,67,-1.4,0.1,100,162,20,142,60.9,162,455.7,134.7,16.6,118,60.9,134.7,378.8
2023-03-11T17:00,3.9,70,-1.1,0,100,70,1,69,4.8,70,291.9,48.1,0.7,47.4,4.8,48.1,200.6
2023-03-11T18:00,3.2,74,-0.9,0,90,17,0,17,0,17,103.3,0.6,0,0.6,0,0.4,3.7
2023-03-11T19:00,2.5,81,-0.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T20:00,2.2,82,-0.5,0.2,92,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T21:00,2.2,72,-2.4,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T22:00,2.1,67,-3.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-11T23:00,1.5,74,-2.5,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T00:00,1.4,76,-2.3,0.4,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T01:00,1.6,79,-1.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T02:00,1.8,83,-0.9,0.7,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T03:00,1.9,87,-0.1,0.5,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T04:00,3,85,0.7,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T05:00,5,89,3.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T06:00,7,89,5.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T07:00,7.9,83,5.2,0,100,1,0,1,0,1,19.5,3,0,3,0,0.7,59.1
2023-03-12T08:00,8,83,5.3,0,91,17,0,17,0,17,157.6,27.3,0,27.3,0,24.2,253.1
2023-03-12T09:00,8.9,80,5.7,0,63,104,18,86,73,104,341.7,129.4,22.4,107,73,129.4,425.3
2023-03-12T10:00,9.6,78,6,0,81,219,91,128,253.3,219,498,248,103,144.9,253.3,248,563.9
2023-03-12T11:00,10.6,71,5.5,0,100,290,140,150,315.2,290,615.8,310.6,149.9,160.7,315.2,310.6,659.5
2023-03-12T12:00,11.2,73,6.5,0,99,365,184,181,371.3,365,687,374.9,189,185.9,371.3,374.9,705.6
2023-03-12T13:00,11.4,72,6.6,0,98,339,197,142,386.3,339,706.9,335.2,194.8,140.4,386.3,335.2,699.1
2023-03-12T14:00,11.3,67,5.5,0,85,379,221,158,454.4,379,674.1,360,209.9,150.1,454.4,360,640.4
2023-03-12T15:00,10.2,72,5.4,0.2,100,256,72,184,168.9,256,590.9,231.2,65,166.2,168.9,231.2,533.6
2023-03-12T16:00,9.4,73,4.8,0.1,100,188,52,136,155.7,188,463,156.7,43.4,113.4,155.7,156.7,386
2023-03-12T17:00,9.6,79,6,0,100,44,0,44,0,44,299,30.6,0,30.6,0,30.6,207.6
2023-03-12T18:00,9.6,81,6.5,0,100,31,8,23,71.7,31,110.3,3,0.8,2.2,8.9,2.1,10.7
2023-03-12T19:00,9.6,83,6.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T20:00,9.4,84,6.8,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T21:00,9.4,83,6.7,0.2,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T22:00,9.1,85,6.7,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-12T23:00,8.8,88,7,0.8,100,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-13T00:00,8.8,90,7.3,0.6,100,0,0,0,0,0,0,0,0,0,0,0,0
